Vehicle_ID,Timestamp,Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh,Speed_ms,Drag_Proxy,Aero_Power_Demand,Incline_Work_Proxy,Thermal_Stress_Index,Kinetic_Energy_Proxy
1102,2024-01-01 00:00:00,111.50736643582246,-2.7738156574639765,30.41514793606419,378.09152521545263,25.314786380149997,2,1,1,6.879445723818213,4,0.741770214307623,42.17253328021907,7.829253296749894,31.112020262654163,1822.967367715762,20.757508428820994,12.054316837893046,30.974268454395126,959.4053062849371,29716.87751344082,3884.4845749356614,784.1069892044314,874482.2828853931
1435,2024-01-01 00:01:00,48.61232334330797,-0.7969822458298639,97.3855337784473,392.7183768879348,18.24075509694301,1,2,1,-3.007212319399515,4,-3.495516154077721,57.01842689319608,4.495571702623077,31.504365578709763,2091.8319138377155,0.6429176296592819,4.48870104769729,13.50342315091888,182.342436792772,2462.24708238248,-849.444000829335,246.3126346663018,190714.86426502845
1860,2024-01-01 00:02:00,108.73332025589964,0.2537998537264747,84.9126002160525,398.9934951463,44.44914530455246,1,1,3,0.0295845262511011,1,9.248274673124495,69.02891114196613,5.144488600630693,33.83801470718437,1816.7024972222569,40.84282360003485,11.70137693672586,30.203700071083233,912.2634979839532,27553.73307890457,16.233366031958077,1342.5286531947002,828655.6874560795
1270,2024-01-01 00:03:00,38.57948414974584,-2.111395208237236,28.777904099769607,358.128273196106,28.980154865397843,1,2,2,8.27194304566259,3,2.8684089901268166,86.63834947009246,4.5182832538230375,33.2560144941778,1283.1026415009658,5.305228735924097,7.389265564508191,10.7165233749294,114.84387324540822,1230.7270521018463,1137.425211061617,310.56650702410997,73678.23856069268
1106,2024-01-01 00:04:00,57.17243836125499,1.477882875414461,29.740159811814276,310.8881616031166,33.18455111284055,2,1,1,2.7768144260838143,2,16.75024402320902,27.189184748972096,4.263405720024597,33.5796782754992,2160.3507875871123,5.825925674399545,6.761205202007953,15.881232878126387,252.2135577292825,4005.462245319509,952.6982043433869,527.0115841791089,272434.87904030154
1071,2024-01-01 00:05:00,27.123479737919965,-2.949871774967169,67.55790839300951,345.91299077754365,19.75870476863438,1,3,1,1.0192223120085853,4,1.6298736724197376,31.005869260044385,10.401325087628466,34.07530664690162,1275.0747733375897,2.510091060779996,4.31906050402437,7.53429992719999,56.76567539300578,427.68962398098176,97.9146059766278,148.8680078998881,36190.24034254602
1700,2024-01-01 00:06:00,76.85712506110127,-1.988405709395779,47.59113393385466,378.7601146461644,21.262891800566308,3,2,2,8.582446483762626,4,1.2067481426024085,55.620962663584685,9.753955489719262,31.33249644344908,1831.921072182438,10.101039527342744,9.28572513709307,21.349201405861464,455.7884006680371,9730.718364317407,3356.599276635231,453.94575952133044,417484.1878200546
1020,2024-01-01 00:07:00,117.47773382097706,0.4847809791208544,22.792468725848742,302.7725324761849,21.741166994940457,1,3,3,-3.5998321328440785,2,34.464054284673225,49.29324728050328,3.063963519346862,33.4617664746202,2320.2197624769533,8.923132449569461,10.154375379907354,32.63270383916029,1064.893359854347,34750.34963241525,-2725.6144959328253,709.4730636636185,1235393.3092322687
1614,2024-01-01 00:08:00,72.41917152520544,1.2863253722237538,63.33132062664425,305.6887438356149,34.455749680260524,1,3,1,2.0968417435338456,1,36.4582615596884,48.75573124785664,10.372780801500513,28.47623166083807,1352.5936100364434,17.458505220815894,8.734982030592302,20.11643653477929,404.671018857803,8140.538868317467,570.5372923039994,693.1269017012027,273677.7171370007
1121,2024-01-01 00:09:00,42.93769009362586,2.499858616163497,51.02760797486775,306.71577823828216,26.5797172691258,1,3,2,4.785611469630284,3,38.38972938645595,40.78730520553073,4.366028939117168,31.11182495925377,2118.616286213689,32.997592673126384,9.139607590819022,11.927136137118294,142.2565764333531,1696.7135535209766,1209.2773523460976,317.01990635497754,150693.54982635216
1466,2024-01-01 00:10:00,77.73809351886341,1.2329799116077431,28.08611938973941,373.1035758328311,28.118927838552604,3,3,2,4.128121585225188,3,25.622609929326035,59.24793589562693,3.025775018247034,28.210928724087488,1260.2263032163964,2.809281958661103,9.3552963469904,21.593914866350946,466.2971592552124,10069.181159378346,1123.394788378965,607.1977338787706,293819.9726042518
1214,2024-01-01 00:11:00,14.750481415846508,1.0306756215291957,84.15363138047861,350.1166628563172,30.720104375577087,1,2,3,-1.035853183866628,2,29.69574271581412,81.83018353160014,11.208778206028912,34.40720545723016,2490.9775040232,43.02776043272184,6.935742891556282,4.0973559488462525,16.788325771545775,68.78774647121193,-105.72354201016113,125.87120241244857,20909.670913566726
1330,2024-01-01 00:12:00,106.63908963184784,-0.6339531218960142,93.20614122230448,336.88979435205937,36.9084079683376,1,1,2,3.4496935680150465,1,32.61031398591831,31.264703837650472,5.443021392132453,34.70889647367045,2086.712294418794,16.39627290629214,9.893371837354756,29.621969342179955,877.4610677090492,25992.124846633946,2132.342789231902,1093.2997293067667,915504.3989311574
